university  ,batch,sex,age,nationality,relationship_status,religion,residence,family_type,study_year   ,part_b_q1,part_b_2,part_b_q3,part_b_q4,part_b_q5,part_b_q6,part_b_q7,part_b_q8,part_b_q9,part_b_q10,part_c_academic_q1,part_c_academic_q2,part_c_academic_q3,part_c_academic_q4,part_c_academic_q5,part_c_academic_q6,part_c_academic_q7,part_c_psychological_q1,part_c_psychological_q2,part_c_psychological_q3,part_c_social_q1,part_c_social_q2,part_c_social_q3,part_c_social_q4,part_d_q1,part_d_q2,part_d_q3,part_d_q4,part_d_q5,part_d_q6,part_d_q7,part_d_q8,part_d_q9,part_d_q10,part_d_q11,part_d_q12,part_d_q13,part_d_q14,part_d_q15,part_d_q16,part_d_q17,part_d_q18,part_d_q19,part_d_q20,part_d_q21,part_d_q22,part_d_q23,part_d_q24,part_d_q25,part_d_q26,part_d_q27,part_d_q28
University of Sri Jayawardanapura,18/19,Female,22,Sri Lankan,Single,Christianity,Boarding Place,Nuclear,Third Year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2
University of Sri Jayawardanapura,19/20,Female,21,Sri Lankan,In a Romantic Relationship,Islam,Hostel,Nuclear,Second Year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,2 - sometimes,3 - undecided,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,3 - undecided,3 - undecided,3 - undecided,5 - agree entirely,5 - agree entirely,5 - agree entirely,5 - agree entirely,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2
University of Sri Jayawardanapura,20/21,Male,21,Sri Lankan,In a Romantic Relationship,Buddhism,Boarding Place,Nuclear,First year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2
University of Kelaniya,16/17,Female,26,Sri Lankan,Single,Christianity,Home,Nuclear,Fourth Year,3 - farly often,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,3 - farly often,2 - sometimes,2 - sometimes,2 - sometimes,3 - undecided,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,3 - undecided,3 - undecided,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1
University of Kelaniya,17/18,Male,25,Sri Lankan,Single,Buddhism,Hostel,Nuclear,Second Year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,I haven't been doing this at all - 1
University of Kelaniya,17/18,Female,24,Sri Lankan,Single,Buddhism,Hostel,Nuclear,Third Year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2
University of Kelaniya,18/19,Male,22,Sri Lankan,Single,Buddhism,Home,Nuclear,Third Year,2 - sometimes,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,4 - very often,3 - farly often,3 - farly often,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2
University of Kelaniya,19/20,Male,21,Sri Lankan,Single,Christianity,Boarding Place,Nuclear,Second Year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,3 - undecided,3 - undecided,3 - undecided,3 - undecided,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2
University of Kelaniya,19/20,Female,23,Sri Lankan,In a Romantic Relationship,Buddhism,Boarding Place,Nuclear,Second Year,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4
University of Sri Jayawardanapura,18/19,Female,24,Sri Lankan,In a Romantic Relationship,Buddhism,Boarding Place,Nuclear,Third Year,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4
University of Ruhuna,19/20,Female,23,Sri Lankan,In a Romantic Relationship,Christianity,Boarding Place,Nuclear,Second Year,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4
University of Kelaniya,20/21,Male,21,Sri Lankan,Single,Buddhism,Hostel,Nuclear,First year,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - farly often,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2
University of Sri Jayawardanapura,16/17,Female,26,Sri Lankan,Single,Buddhism,Hostel,Nuclear,Fourth Year,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4
University of Ruhuna,19/20,Male,24,Sri Lankan,Single,Buddhism,Hostel,Nuclear,Second Year,1 - almost never,3 - farly often,3 - farly often,2 - sometimes,1 - almost never,3 - farly often,1 - almost never,1 - almost never,3 - farly often,3 - farly often,1 - disagree entirely,3 - undecided,2 - disagree for the most part,1 - disagree entirely,5 - agree entirely,4 - agree for the most part,5 - agree entirely,4 - agree for the most part,4 - agree for the most part,3 - undecided,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,3 - undecided,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,I haven't been doing this at all - 1,I've been doing this a lot - 4,I haven't been doing this at all - 1,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3
University of Ruhuna,18/19,Male,23,Sri Lankan,In a Romantic Relationship,Buddhism,Hostel,Nuclear,Third Year,0 - never,2 - sometimes,1 - almost never,3 - farly often,2 - sometimes,1 - almost never,3 - farly often,3 - farly often,2 - sometimes,0 - never,1 - disagree entirely,3 - undecided,3 - undecided,2 - disagree for the most part,3 - undecided,3 - undecided,4 - agree for the most part,1 - disagree entirely,2 - disagree for the most part,4 - agree for the most part,1 - disagree entirely,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,I haven't been doing this at all - 1,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3
University of Kelaniya,19/20,Male,22,Sri Lankan,In a Romantic Relationship,Christianity,Hostel,Nuclear,Third Year,2 - sometimes,0 - never,2 - sometimes,1 - almost never,1 - almost never,3 - farly often,3 - farly often,1 - almost never,1 - almost never,2 - sometimes,1 - disagree entirely,3 - undecided,3 - undecided,3 - undecided,2 - disagree for the most part,4 - agree for the most part,3 - undecided,2 - disagree for the most part,3 - undecided,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,I haven't been doing this at all - 1,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A medium amount - 3,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,I haven't been doing this at all - 1,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4
University of Ruhuna,17/18,Male,24,Sri Lankan,Single,Buddhism,Hostel,Nuclear,Third Year,2 - sometimes,2 - sometimes,2 - sometimes,1 - almost never,1 - almost never,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3
University of Kelaniya,18/19,Female,24,Sri Lankan,In a Romantic Relationship,Buddhism,Boarding Place,Nuclear,Third Year,0 - never,2 - sometimes,2 - sometimes,1 - almost never,2 - sometimes,3 - farly often,1 - almost never,3 - farly often,3 - farly often,2 - sometimes,1 - disagree entirely,2 - disagree for the most part,3 - undecided,4 - agree for the most part,4 - agree for the most part,2 - disagree for the most part,1 - disagree entirely,1 - disagree entirely,3 - undecided,3 - undecided,1 - disagree entirely,2 - disagree for the most part,3 - undecided,3 - undecided,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,I haven't been doing this at all - 1,A medium amount - 3,I haven't been doing this at all - 1,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I haven't been doing this at all - 1,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3
University of Colombo,19/20,Female,23,Sri Lankan,Single,Christianity,Home,Nuclear,Second Year,0 - never,2 - sometimes,2 - sometimes,1 - almost never,1 - almost never,2 - sometimes,0 - never,0 - never,1 - almost never,1 - almost never,3 - undecided,2 - disagree for the most part,3 - undecided,3 - undecided,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,3 - undecided,1 - disagree entirely,I haven't been doing this at all - 1,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3
University of Colombo,17/18,Female,24,Sri Lankan,In a Romantic Relationship,Buddhism,Hostel,Nuclear,Fourth Year,0 - never,1 - almost never,2 - sometimes,2 - sometimes,0 - never,0 - never,0 - never,0 - never,2 - sometimes,3 - farly often,2 - disagree for the most part,3 - undecided,4 - agree for the most part,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,1 - disagree entirely,1 - disagree entirely,3 - undecided,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,I haven't been doing this at all - 1,I've been doing this a lot - 4,I haven't been doing this at all - 1,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3
University of Sri Jayawardanapura,18/19,Male,25,Sri Lankan,Single,Buddhism,Boarding Place,Nuclear,Fourth Year,1 - almost never,1 - almost never,1 - almost never,1 - almost never,1 - almost never,1 - almost never,2 - sometimes,1 - almost never,2 - sometimes,1 - almost never,3 - undecided,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,3 - undecided,3 - undecided,3 - undecided,2 - disagree for the most part,3 - undecided,3 - undecided,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3
University of Kelaniya,20/21,Female,22,Sri Lankan,Single,Buddhism,Boarding Place,Nuclear,Second Year,0 - never,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,3 - farly often,3 - farly often,3 - farly often,2 - sometimes,3 - farly often,2 - disagree for the most part,3 - undecided,3 - undecided,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,4 - agree for the most part,3 - undecided,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,4 - agree fort the most part,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3
University of Kelaniya,16/17,Male,25,Sri Lankan,Single,Buddhism,Boarding Place,Nuclear,Fourth Year,0 - never,1 - almost never,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,2 - sometimes,1 - almost never,1 - almost never,3 - farly often,3 - undecided,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,3 - undecided,4 - agree for the most part,4 - agree for the most part,1 - disagree entirely,2 - disagree for the most part,3 - undecided,1 - disagree entirely,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,I haven't been doing this at all - 1,I've been doing this a lot - 4,I haven't been doing this at all - 1,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,A medium amount - 3,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A medium amount - 3,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4
University of Sri Jayawardanapura,17/18,Male,25,Sri Lankan,Single,Islam,Hostel,Nuclear,Second Year,2 - sometimes,1 - almost never,1 - almost never,2 - sometimes,2 - sometimes,3 - farly often,3 - farly often,3 - farly often,2 - sometimes,3 - farly often,3 - undecided,5 - agree entirely,5 - agree entirely,4 - agree for the most part,4 - agree for the most part,3 - undecided,4 - agree for the most part,3 - undecided,3 - undecided,4 - agree for the most part,4 - agree fort the most part,4 - agree fort the most part,3 - undecided,4 - agree fort the most part,A medium amount - 3,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A little bit - 2,A little bit - 2,A little bit - 2,I haven't been doing this at all - 1,I haven't been doing this at all - 1,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A medium amount - 3
University of Kelaniya,17/18,Female,24,Sri Lankan,Single,Buddhism,Boarding Place,Nuclear,Fourth Year,0 - never,2 - sometimes,2 - sometimes,2 - sometimes,1 - almost never,1 - almost never,3 - farly often,3 - farly often,2 - sometimes,2 - sometimes,3 - undecided,2 - disagree for the most part,3 - undecided,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,1 - disagree entirely,3 - undecided,4 - agree for the most part,4 - agree for the most part,1 - disagree entirely,2 - disagree for the most part,2 - disagree for the most part,2 - disagree for the most part,I haven't been doing this at all - 1,A little bit - 2,A medium amount - 3,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,A little bit - 2,I've been doing this a lot - 4,I've been doing this a lot - 4,A medium amount - 3,A medium amount - 3,A little bit - 2,A medium amount - 3,A little bit - 2,A little bit - 2,A little bit - 2,A medium amount - 3,A medium amount - 3,A little bit - 2,I haven't been doing this at all - 1,I've been doing this a lot - 4,I've been doing this a lot - 4,I haven't been doing this at all - 1
